"Month,First_Expression,Review,Rating,Bert_sentiment,distilbert_sentiment"
"11 months ago,Fabulous!,So far so good,5,5,Positive"
"""Feb, 2023"",Excellent,Great colour nuce performance,5,5,Positive"
"""Feb, 2023"",Classy product,""just amazing, Apple, what more do you expect, optimisation, speed, reliability, privacy all top notch. The only complaint would be the refresh rate, earlier i was using a 120hz screen and it is clearly visible when you move to iphone 14 but m sure it'll become a habit once you keep using it, so won't be a prob there."",5,4,Negative"
"""Feb, 2023"",Fabulous!,Such a excellent device Superb….👍🏻👍🏻👍🏻👌,4,5,Positive"
"""Feb, 2023"",Excellent,Nothing will beat IPhone,5,5,Positive"
"""Feb, 2023"",Awesome,Thanks Flipkart,5,5,Positive"
"""Feb, 2023"",Brilliant,My first experience using an IPhone and it is truly special. Smooth old school feel and gets almost everything done that you throw at it. Brilliant camera. IPhone 14 is truly special and is worth every penny paid.,5,5,Positive"
"""Jan, 2023"",Best in the market!,iPhone camera quality very wonderful,5,5,Positive"
"""Jan, 2023"",Best in the market!,Apple is awesomeImproved battery life in 14.Satisfied purchase,5,5,Positive"
"""Jan, 2023"",Just okay,Battery life is disastrously low,3,3,Negative"
"""Jan, 2023"",Delightful,Fabulous mobile phone. Fall in ❤😘 with apple. First apple product to use.,4,5,Positive"
"""Jan, 2023"",Simply awesome,Amazing!!!,5,5,Positive"
"""Nov, 2022"",Perfect product!,Nice...,5,5,Positive"
"""Jan, 2023"",Terrific purchase,Super ❤️,5,5,Positive"
"3 months ago,Did not meet expectations,The camera quality is not better than S21 FE even which costs around 28 k ... Better to go with Samsung S series,1,2,Negative"
"3 months ago,Terrific purchase,It's just like iPhone 13. No significant jump. But I upgraded from 11 so feels better than that. But iPhone continues it's adamant stance of not providing a file manager and app drawer. It's not flexible like Android. Only reason u should buy an iPhone is security. It's miles ahead of Android on terms of data privacy and security,5,5,Negative"
"3 months ago,Super!,""Android is far far better than iPhones. It doesn't have fingerprint when you want to open your mobile during night. It doesn't even scan your face and finding very difficult to type the pin every time irritates a lot. The only best thing about this mobile is camera and all the other thing feels very complicated. and regarding the space it feels faster and it's only been 15 days since I bought it and half of the space has already been filled. if you really are buyer of iPhones, please go for m..."",5,5,Negative"
"3 months ago,Excellent,""Hi,Just never think of anything else if you are considering iPhone 14:- Amazing in-hand feel- Great battery life- Powerful stereo speakers- Charming display- Well clocked and balanced A15 powerful chipset- 6 GB Apple RAM- 5-Core GPU-Powerful Neural Engine for great gaming and photographic experience- Seamless face unlock featureWhy consider any other phone when so much is being given at this price, do not listen to any rumours, best experience with Apple products always, the u..."",5,5,Positive"
"3 months ago,Terrible product,Very Worst,1,1,Positive"
"4 months ago,Horrible,Very bad don't buy online product phone has heating problem nd screen problem,1,1,Negative"
"4 months ago,Useless product,1st Mobile box damage2nd Mobile setup issue3rd mobile setup and next upgrade OSBig issue not move next step install osI'm waiting 1 day and nightBut not move next step 😞Final mobile agen reset and send issueAnd next day switch off and onMobile automatic setup big issue facing,1,1,Negative"
"4 months ago,Best in the market!,I love this iPhone. It is very good but you can take iPhone 13 Because it is also having same features only the feature you will get in iPhone 14 is crash detection and action mode in the camera,5,4,Positive"
"4 months ago,Nice,Camera quality is not that satisfying bt overall performance is very good,3,4,Positive"
"5 months ago,Horrible,Battery is dying very fast,1,1,Negative"
"7 months ago,Good,""I can say iPhone is over priced camera quality, display and performance is average battery backup is ok for only brand only we can use iPhone i wanted sale this this iPhone.😁"",3,3,Positive"
"8 months ago,Hated it!,""I hate it's camera, the quality of camera is very bad and it's battery become low in an hour"",1,1,Negative"
"8 months ago,Wonderful,""Reviewing after using for 5 months. The product is nice, one of the good in the premium segment. The camera is good as well. The touch doesn't lags. It usually doesn't reads the face ID and thus, had to type the password"",4,4,Positive"
"9 months ago,Perfect product!,Great 👍,5,5,Positive"
"9 months ago,Just wow!,Overall Nyc,5,5,Positive"
"11 months ago,Value-for-money,I got the sky blu colour which is amazing at its look but the size is smaller if you have big hand it will be easily operated by one hand overall the performance is🏍️🏍️,4,3,Positive"
"11 months ago,Decent product,""Pros; Camera, performance, sound, security.Cons; Battery backup, small display, only 5x zoom camera."",3,3,Positive"
"""Feb, 2023"",Good quality product,Except battery backup everything was simply fine just Apple things hope will upgrade better battery 🔋 soon for further models,4,4,Positive"
"""Jan, 2023"",Fabulous!,it is an amazing product,5,5,Positive"
"""Jan, 2023"",Looks like the iPhone XR,""The only visible difference between an iPhone XR and the iPhone 14 is the back camera, the side edges and the battery life. Otherwise, it's pretty much the same phone with probably a few hardware upgrades. I can't tell the difference to be honest. Overall great phone"",5,4,Positive"
"""Jan, 2023"",Nice,Over all supeb. But very small size mobile 😞,3,3,Positive"
"""Jan, 2023"",Super!,Nice product. Delivery late,5,5,Positive"
"""Oct, 2022"",Excellent,This is best of everything,5,5,Positive"
"""Feb, 2023"",Just wow!,Nice,5,5,Positive"
"4 months ago,Horrible,Phone heating Ishu when operate camera waste handset,1,1,Negative"
"""Feb, 2023"",Decent product,Camera quality is not good just like some 6-7k smartphone,3,3,Negative"
"11 months ago,Bad quality,Battery too much drain. Camera not Gud,2,1,Negative"
"3 months ago,Fair,phone is good although no update over iphone 13. If you are buying iphone14 then better buy iphone 13 and save 10k. no difference between 13 and 14. or wait now and buy iphone 15 next year as it has good updates.,3,3,Positive"
"4 months ago,Not recommended at all,Heating issue while charging,1,1,Negative"
"4 months ago,Terrific purchase,Very nice product now I get all the girls in my school,5,5,Positive"
"9 months ago,Pretty good,In my opinion is iPhone 13 is best deal👍🏻,4,4,Positive"
"10 months ago,Wonderful,Nice apple 😝,5,5,Positive"
"11 months ago,Moderate,Worst phone,2,1,Positive"
"""Jan, 2023"",Very Good,""Slight disappointment with night time camera quality and battery performance...... although I upgraded from android, so it may be my misunderstanding about battery performance, but I think my android mobile battery performance was double than this phone......"",4,4,Positive"
"4 months ago,Could be way better,There is no option of water mark in camera settings.waste of money.,1,2,Negative"
"3 months ago,Absolute rubbish!,""My worst choice😩I took this phone mainly for camera,It is disappointing me in low light pictures and low light videos, In low light even 10-12k worth Redmi phones could take better videos than this mobile.And 0.8, 0.6 wide angle images also not clear, redmi note9 pro is better that this in wide angle than this, even if you zoom lightly it will break pixels, not worthy.Very much disappointed."",1,1,Negative"
"8 months ago,Best in the market!,Very nice this phone,5,5,Positive"
"10 months ago,Awesome,Top class!,5,5,Positive"
"4 months ago,Did not meet expectations,Dynamic island is not working and problem with Sim slot,1,2,Negative"
"4 months ago,Absolute rubbish!,""Don't buy an iphoneDisplay even Xiaomi note 10s better then iphone 14, it's looks like lcd displayBattery drains very quickly"",1,1,Negative"
"6 months ago,Simply awesome,""There can't be any comparisons to iphone!I already had iphone6s, one of d best phone and still working in good condition!Regarding comparisons iphone 14 with iPhone 6s, iphone 14 kills all comparisons and dosent leave notch!Only one thing I felt is screen brightness and sharpness which 6s has it differ from iphone 14!I liked screen of 6sApart of that I phone 14 is masterclass, touch resp6is fabulous way better than all iphone series"",5,5,Negative"
"11 months ago,Just wow!,Nice picture quality,1,5,Positive"
"""Feb, 2023"",Fabulous!,""Bought for my wife on our anniversary. It's her favourite colour-purple, and she loved it. I myself wanted to buy an iPhone for myself as i am a doctor and to show off to patients and stuff but my OnePlus 7t is behaving so awesome that I don't desire to replace it. May be next year"",5,5,Positive"
"5 months ago,Hated it!,Wast buying in flipkart,1,1,Negative"
"9 months ago,Great product,I am happyAnd amazing iPhone 14,5,5,Positive"
"""Jan, 2023"",Terrible product,Not worth it,1,1,Negative"
"10 months ago,Fabulous!,NYC 😍,5,5,Positive"
"4 months ago,Value-for-money,Still costly in 52k. Nothing impressive in camera. Boring phone.Apple should add the beauty camera like oppo vivo as well separately by keeping the Original recent camera features as it is.Most people like the Beauty camera features else it takes boring pics.,4,2,Negative"
"4 months ago,Great product,Latest phone is best means iPhone is always ￼ better than android better than android,5,5,Positive"
"Today,Terrific,Good product,5,5,Positive"
"Today,Best in the market!,amazing,5,5,Positive"
"Today,Highly recommended,Good product,5,5,Positive"
"Today,Awesome,Excellent as expected.,5,5,Positive"
"Today,Terrific,Awesome,5,5,Positive"
"Today,Really Nice,Apple should provide a better battery that could stand upto 2 days,4,5,Positive"
"Today,Fabulous!,I love it,5,5,Positive"
"Today,Nice product,Good One...❤️...now about to buy 15pro max,4,4,Positive"
"1 day ago,Best in the market!,Brand,5,5,Positive"
"1 day ago,Worth every penny,camera is soo good,5,5,Positive"
"1 day ago,Terrific purchase,Best buy,5,5,Positive"
"1 day ago,Value-for-money,Ty Flipkart 😊,4,5,Positive"
"1 day ago,Perfect product!,Nice,5,5,Positive"
"1 day ago,Best in the market!,Osm,5,5,Positive"
"1 day ago,Perfect product!,Click pretty good pictures,5,5,Positive"
"1 day ago,Mind-blowing purchase,Awe,5,5,Positive"
"1 day ago,Terrific purchase,Okay,5,5,Positive"
"1 day ago,Excellent,Supar,5,5,Positive"
"2 days ago,Fabulous!,Awesome product,5,5,Positive"
"2 days ago,Classy product,Quality Top notch go for it,5,5,Positive"
"2 days ago,Just wow!,Apple,5,5,Positive"
"2 days ago,Awesome,Mind blowing wonderful,5,5,Negative"
"2 days ago,Best in the market!,Fantastic colour 💙,5,5,Positive"
"2 days ago,Perfect product!,Satisfied 😃,5,5,Positive"
"2 days ago,Terrific,I phone 14 is superb I really like it and also the delivery was on time same day thanks Flipkart,5,5,Positive"
"2 days ago,Must buy!,""Good Product , battery backup needs improvement."",5,5,Positive"
"2 days ago,Must buy!,Good,5,5,Positive"
"3 days ago,Great product,Best phone ever,5,5,Positive"
"3 days ago,Terrific,Excellent,5,5,Positive"
"3 days ago,Super!,Super onum parayan illa,5,5,Negative"
"3 days ago,Classy product,Camera quality is Fantastic 🔥Performance is next level good 👍everything is perfect 🤩i really like it very very much,5,5,Positive"
"3 days ago,Very Good,Expect,4,5,Positive"
"3 days ago,Brilliant,""I was sacred to order iPhone from flipkart, as seller review was not good. But thankfully I received original and genuine product."",5,5,Negative"
"3 days ago,Must buy!,Very good,5,5,Positive"
"3 days ago,Great product,vry nice,5,5,Positive"
"3 days ago,Hated it!,Not user friendly,1,1,Negative"
"4 days ago,Awesome,Excellent price,5,5,Positive"
"4 days ago,Awesome,Brilliant 🤩,5,5,Positive"
"4 days ago,Fabulous!,Best quality,5,5,Positive"
"4 days ago,Worth every penny,Fantastic 😍,5,5,Positive"
"4 days ago,Pretty good,Very Nice phone,4,4,Positive"
"4 days ago,Great product,Verry good Performance,5,5,Positive"
"4 days ago,Terrific,""Good product , nice feature"",5,5,Positive"
"4 days ago,Best in the market!,Transfer to apple for the first time from samsung...good experience...,5,5,Positive"
"4 days ago,Excellent,No doubt apple is providing best quality phone ever.,5,5,Positive"
"4 days ago,Excellent,Good,5,5,Positive"
"4 days ago,Best in the market!,thanks Flipkart for helping me to buy iPhone 14Sometimes touch screen is not working properly,5,5,Positive"
"4 days ago,Worth the money,Best,4,5,Positive"
"4 days ago,Highly recommended,Amazing phone battery back up is very good and high quality pictures fully recommend,5,5,Positive"
"4 days ago,Brilliant,Loveed it,5,5,Positive"
"4 days ago,Terrific,Nice product,5,5,Positive"
"5 days ago,Good choice,Good,4,4,Positive"
"5 days ago,Must buy!,Very nice,5,5,Positive"
"5 days ago,Super!,Good,5,5,Positive"
"5 days ago,Awesome,""Perfect delivery which is with the schedule date, product is genuine and working fine."",5,5,Positive"
"6 days ago,Wonderful,Very nice but need to improve some battery,4,4,Positive"
"6 days ago,Fabulous!,Excellent device,5,5,Positive"
